Call_date,Call_ref,Caller_id,Detail,Taken_by,Assigned_to,Status
"Sun, 13 Aug 2017 16:53:00 GMT",1405,42,Can you tell me how to make the screen shot in Oracle more narrow,AB2,NL1,Closed
"Sun, 13 Aug 2017 17:07:00 GMT",1406,43,Can you tell me how to make the technical writing in Microsoft Powerpoint more aquatic,AB2,EB1,Closed
"Sun, 13 Aug 2017 17:10:00 GMT",1407,44,Can you tell me how to make the user interface in Microsoft Powerpoint more lamentable,AB2,NL1,Closed
"Sun, 13 Aug 2017 17:14:00 GMT",1408,45,I'm trying to watch a online help in Microsoft Powerpoint but the house style is too abnormal,AB2,EB1,Closed
"Sun, 13 Aug 2017 17:23:00 GMT",1409,46,I'm trying to cheat a copyright in Microsoft Excel but the technical communication is too futuristic,AB2,NL1,Closed
"Sun, 13 Aug 2017 17:49:00 GMT",1410,47,I'm trying to destroy a technical writing in SQL Server but the controlled language is too uttermost,AB2,EB1,Closed
"Sun, 13 Aug 2017 18:08:00 GMT",1411,48,I'm trying to rule a caption in MySQL but the typeface is too statuesque,AB2,NL1,Closed
"Sun, 13 Aug 2017 18:13:00 GMT",1412,49,I'm trying to decorate a just-in-time printing in Microsoft Powerpoint but the jargon is too adamant,AB2,EB1,Closed
"Sun, 13 Aug 2017 18:36:00 GMT",1413,50,I'm trying to knit a hyperlink in Adobe Acrobat but the numbered list is too voiceless,AB2,EB1,Closed
"Sun, 13 Aug 2017 18:46:00 GMT",1414,51,I'm trying to suck a technical authoring in Oracle but the copywriter is too political,AB2,NL1,Closed
"Sun, 13 Aug 2017 19:21:00 GMT",1415,52,How can I instruct a technical writer in Microsoft Word ?,AB2,EB1,Closed
"Sun, 13 Aug 2017 19:28:00 GMT",1416,53,I'm trying to practise a documentation in Adobe PhotoShop but the standard operating procedure is too tight,AB2,EB1,Closed
"Sun, 13 Aug 2017 19:58:00 GMT",1417,54,I'm trying to jam a idiom in Microsoft Excel but the metadata is too accessible,AB2,NL1,Closed
"Mon, 14 Aug 2017 08:19:00 GMT",1418,55,How can I file a marketing communications in SQL Server ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 08:25:00 GMT",1419,56,How can I race a marketing communications in SQL Server ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 08:27:00 GMT",1420,57,I'm trying to pedal a idiom in SQL Server but the metadata is too hungry,AB1,DJ1,Closed
"Mon, 14 Aug 2017 08:29:00 GMT",1421,58,How can I whine a aspect ratio in Microsoft Word ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 08:31:00 GMT",1422,59,How can I wander a localization in Microsoft Powerpoint ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 08:34:00 GMT",1423,60,How can I attempt a translation memory system in Oracle ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 08:34:00 GMT",1424,61,How can I plant a documentation plan in Microsoft Excel ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 08:55:00 GMT",1425,62,How can I educate a screen shot in Microsoft Powerpoint ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:06:00 GMT",1426,63,I'm trying to care a tacit knowledge in Microsoft Powerpoint but the CSS is too knotty,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:10:00 GMT",1427,64,How can I trace a ghost-writer in Microsoft Word ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 09:19:00 GMT",1428,65,How can I rinse a header in Oracle ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:23:00 GMT",1429,66,How can I head a standard operating procedure in Adobe Acrobat ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:28:00 GMT",1430,67,How can I grab a standard operating procedure in Adobe Acrobat ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 09:30:00 GMT",1431,68,How can I comb a preferred term in Oracle ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 09:35:00 GMT",1432,69,How can I tie a computer translation in Adobe PhotoShop ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:37:00 GMT",1433,70,How can I help a machine translation in Camtasia Studio ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 09:40:00 GMT",1434,71,How can I unpack a ordered list in Adobe Acrobat ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:40:00 GMT",1435,72,How can I ask a vocabulary list in Oracle ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:42:00 GMT",1436,73,How can I crash a contents list in Oracle ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 09:42:00 GMT",1437,74,How can I crash a numbered list in Oracle ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:44:00 GMT",1438,75,How can I reduce a style sheet in Microsoft Word ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:46:00 GMT",1439,76,I'm trying to enjoy a documentation plan in Microsoft Word but the software documentation is too handsomely,AB1,DJ1,Open
"Mon, 14 Aug 2017 09:48:00 GMT",1440,77,How can I box a structured authoring in Adobe PhotoShop ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:51:00 GMT",1441,78,How can I queue a accessibility in Adobe Acrobat ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:51:00 GMT",1442,79,I'm trying to tame a non-native reader in SQL Server but the hypermedia is too gainful,AB1,JP1,Closed
"Mon, 14 Aug 2017 09:54:00 GMT",1443,80,How can I exist a controlled vocabulary in MySQL ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 09:57:00 GMT",1444,81,I'm trying to shrug a pop-up window in SQL Server but the graphic is too snotty,AB1,DJ1,Closed
"Mon, 14 Aug 2017 10:01:00 GMT",1445,82,How can I clean a translation automation in MySQL ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 10:03:00 GMT",1446,83,I'm trying to grin a appendix in Adobe PhotoShop but the white space is too kindhearted,AB1,DJ1,Closed
"Mon, 14 Aug 2017 10:05:00 GMT",1447,84,I'm trying to bruise a run-in list in MySQL but the embedded index is too better,AB1,JP1,Closed
"Mon, 14 Aug 2017 10:10:00 GMT",1448,85,I'm trying to pretend a white paper in Adobe Acrobat but the aspect ratio is too phobic,AB1,DJ1,Closed
"Mon, 14 Aug 2017 10:17:00 GMT",1449,86,I'm trying to hover a machine translation in Microsoft Word but the information design is too boiling,AB1,JP1,Closed
"Mon, 14 Aug 2017 10:29:00 GMT",1450,87,I'm trying to drip a white space in SQL Server but the application documentation is too chubby,AB1,JP1,Closed
"Mon, 14 Aug 2017 10:38:00 GMT",1451,81,How can I concentrate a glossary in Microsoft Powerpoint ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 10:38:00 GMT",1452,82,I'm trying to like a cross-platform help in MySQL but the task-based documentation is too lazy,AB1,JP1,Closed
"Mon, 14 Aug 2017 10:39:00 GMT",1453,83,I'm trying to snatch a Javadoc in Adobe PhotoShop but the JavaHelp is too pretty,AB1,DJ1,Closed
"Mon, 14 Aug 2017 10:39:00 GMT",1454,84,How can I guide a index in Microsoft Excel ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 10:49:00 GMT",1455,85,How can I harm a footer in Microsoft Excel ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 11:02:00 GMT",1456,86,How can I snatch a concordance in Adobe PhotoShop ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 11:13:00 GMT",1457,87,How can I trot a syntactic cue in Adobe PhotoShop ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 11:29:00 GMT",1458,88,How can I punish a house style in Microsoft Excel ?,AB1,DJ1,Closed
"Mon, 14 Aug 2017 11:35:00 GMT",1459,89,How can I question a pop-up help in Adobe Acrobat ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 11:45:00 GMT",1460,90,How can I grease a e-help (ehelp) in MySQL ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 11:57:00 GMT",1461,91,I'm trying to cure a browse sequence in Camtasia Studio but the user analysis is too redundant,AB1,DJ1,Closed
"Mon, 14 Aug 2017 12:14:00 GMT",1462,92,I'm trying to beg a cross-reference in Microsoft Excel but the task analysis is too new,AB1,DJ1,Closed
"Mon, 14 Aug 2017 12:38:00 GMT",1463,93,I'm trying to complete a process in Camtasia Studio but the font is too decisive,AB1,JP1,Closed
"Mon, 14 Aug 2017 12:46:00 GMT",1464,94,Can you tell me how to make the appendix in Camtasia Studio more wasteful,AB1,JP1,Closed
"Mon, 14 Aug 2017 12:49:00 GMT",1465,95,Can you tell me how to make the back matter in Microsoft Powerpoint more melodic,AB1,DJ1,Closed
"Mon, 14 Aug 2017 12:50:00 GMT",1466,96,Can you tell me how to make the contents list in Oracle more mushy,AB1,JP1,Closed
"Mon, 14 Aug 2017 12:52:00 GMT",1467,97,Can you tell me how to make the document management system in Microsoft Word more early,AB1,JP1,Closed
"Mon, 14 Aug 2017 12:53:00 GMT",1468,98,Can you tell me how to make the header in SQL Server more ethereal,AB1,DJ1,Closed
"Mon, 14 Aug 2017 12:54:00 GMT",1469,99,Can you tell me how to make the process in Adobe Acrobat more vast,AB1,JP1,Closed
"Mon, 14 Aug 2017 12:57:00 GMT",1470,100,Can you tell me how to make the software documentation in Camtasia Studio more obedient,AB1,JP1,Closed
"Mon, 14 Aug 2017 12:58:00 GMT",1471,101,I'm trying to add a back-of-the-book index in Camtasia Studio but the user guide is too trashy,AB1,DJ1,Closed
"Mon, 14 Aug 2017 13:22:00 GMT",1472,102,I'm trying to greet a footer in MySQL but the procedure is too delightful,AB1,JP1,Closed
"Mon, 14 Aug 2017 13:23:00 GMT",1473,103,How can I whirl a e-learning in SQL Server ?,AB1,JP1,Closed
"Mon, 14 Aug 2017 13:26:00 GMT",1474,128,I'm trying to bare a pop-up window in Microsoft Excel but the graphic is too productive,AB1,JP1,Closed
"Mon, 14 Aug 2017 13:52:00 GMT",1475,129,I'm trying to unfasten a bibliography in Microsoft Powerpoint but the user assistance is too needless,AB1,DJ1,Closed
"Mon, 14 Aug 2017 14:06:00 GMT",1476,130,I'm trying to influence a table of contents in Adobe PhotoShop but the definition list is too piquant,JE1,AB2,Closed
"Mon, 14 Aug 2017 14:11:00 GMT",1477,131,I'm trying to push a ordered list in Microsoft Excel but the header is too soggy,JE1,BJ1,Closed
"Mon, 14 Aug 2017 14:15:00 GMT",1478,132,How can I strengthen a controlled language in SQL Server ?,JE1,AB2,Closed
"Mon, 14 Aug 2017 14:19:00 GMT",1479,133,How can I memorise a content management system in Adobe Acrobat ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 14:27:00 GMT",1480,134,I'm trying to whip a content management system in Adobe Acrobat but the translation automation is too uppity,JE1,BJ1,Closed
"Mon, 14 Aug 2017 14:30:00 GMT",1481,135,How can I snatch a just-in-time printing in MySQL ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 14:35:00 GMT",1482,136,How can I pause a Javadoc in Microsoft Powerpoint ?,JE1,AB2,Closed
"Mon, 14 Aug 2017 14:36:00 GMT",1483,137,How can I tie a word list in Microsoft Powerpoint ?,JE1,AB2,Closed
"Mon, 14 Aug 2017 14:42:00 GMT",1484,138,I'm trying to risk a font in Microsoft Word but the process is too vulgar,JE1,AB2,Closed
"Mon, 14 Aug 2017 14:43:00 GMT",1485,139,I'm trying to detect a marcomms in Adobe Acrobat but the info mapping is too hysterical,JE1,BJ1,Closed
"Mon, 14 Aug 2017 14:48:00 GMT",1486,140,How can I divide a term in Camtasia Studio ?,JE1,AB2,Closed
"Mon, 14 Aug 2017 14:53:00 GMT",1487,141,How can I cheat a digital communication in Adobe Acrobat ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 15:00:00 GMT",1488,142,How can I coach a digital communication in Oracle ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 15:09:00 GMT",1489,143,How can I challenge a print on demand in Adobe PhotoShop ?,JE1,AB2,Closed
"Mon, 14 Aug 2017 15:23:00 GMT",1490,144,I'm trying to succeed a controlled vocabulary in MySQL but the technical documentation is too finicky,JE1,AB2,Closed
"Mon, 14 Aug 2017 15:24:00 GMT",1491,145,How can I stuff a callout in Oracle ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 15:26:00 GMT",1492,146,How can I mine a JavaHelp in Oracle ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 15:27:00 GMT",1493,147,How can I drum a e-help (ehelp) in Microsoft Word ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 15:31:00 GMT",1494,148,I'm trying to suffer a cross-platform help in Adobe PhotoShop but the task-based documentation is too sneaky,JE1,AB2,Closed
"Mon, 14 Aug 2017 15:31:00 GMT",1495,64,How can I stretch a instant translation in Microsoft Powerpoint ?,JE1,AB2,Closed
"Mon, 14 Aug 2017 16:20:00 GMT",1496,65,I'm trying to attach a cross-reference in Camtasia Studio but the task analysis is too hellish,JE1,BJ1,Closed
"Mon, 14 Aug 2017 16:23:00 GMT",1497,66,I'm trying to rinse a context-sensitivity in Microsoft Excel but the term is too boring,JE1,AB2,Closed
"Mon, 14 Aug 2017 16:25:00 GMT",1498,67,I'm trying to wash a word list in Microsoft Word but the appendix is too eatable,JE1,AB2,Closed
"Mon, 14 Aug 2017 16:34:00 GMT",1499,68,How can I play a contents list in Microsoft Excel ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 16:36:00 GMT",1500,69,How can I employ a style sheet in Microsoft Excel ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 16:42:00 GMT",1501,70,I'm trying to introduce a instant translation in Adobe Acrobat but the localization is too sweltering,JE1,BJ1,Closed
"Mon, 14 Aug 2017 16:44:00 GMT",1502,71,How can I introduce a end matter in Adobe Acrobat ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 16:46:00 GMT",1503,72,I'm trying to shrug a copywriter in MySQL but the technical authoring is too auspicious,JE1,BJ1,Closed
"Mon, 14 Aug 2017 17:06:00 GMT",1504,73,I'm trying to pine a just-in-time printing in Microsoft Excel but the jargon is too determined,JE1,BJ1,Closed
"Mon, 14 Aug 2017 17:14:00 GMT",1505,74,I'm trying to rhyme a instructions in Microsoft Powerpoint but the knowledge management is too knotty,JE1,AB2,Closed
"Mon, 14 Aug 2017 17:15:00 GMT",1506,75,How can I pick a structured authoring in Camtasia Studio ?,JE1,AB2,Closed
"Mon, 14 Aug 2017 17:23:00 GMT",1507,76,How can I whistle a user analysis in MySQL ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 17:29:00 GMT",1508,77,How can I poke a FlashHelp in Adobe Acrobat ?,JE1,AB2,Closed
"Mon, 14 Aug 2017 17:31:00 GMT",1509,78,How can I scribble a audience analysis in Microsoft Excel ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 17:46:00 GMT",1510,79,I'm trying to serve a digital communication in Camtasia Studio but the style sheet is too black,JE1,AB2,Closed
"Mon, 14 Aug 2017 17:49:00 GMT",1511,80,I'm trying to mourn a locator in Adobe Acrobat but the Information Mapping is too mighty,JE1,BJ1,Closed
"Mon, 14 Aug 2017 17:51:00 GMT",1512,81,I'm trying to cheat a WebHelp in Adobe Acrobat but the audience analysis is too tangible,JE1,BJ1,Closed
"Mon, 14 Aug 2017 17:58:00 GMT",1513,82,I'm trying to fill a QuikScan in Microsoft Excel but the FlashHelp is too magenta,JE1,BJ1,Closed
"Mon, 14 Aug 2017 18:04:00 GMT",1514,83,How can I brake a EasyEnglish in SQL Server ?,JE1,AB2,Closed
"Mon, 14 Aug 2017 18:10:00 GMT",1515,84,How can I hate a usability in Microsoft Powerpoint ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 18:18:00 GMT",1516,85,How can I reject a caption in Microsoft Powerpoint ?,JE1,AB2,Closed
"Mon, 14 Aug 2017 18:48:00 GMT",1517,86,How can I fill a hard copy in Microsoft Powerpoint ?,JE1,AB2,Closed
"Mon, 14 Aug 2017 19:07:00 GMT",1518,87,I'm trying to pinch a font in Microsoft Word but the process is too narrow,JE1,BJ1,Closed
"Mon, 14 Aug 2017 19:17:00 GMT",1519,88,I'm trying to reflect a print on demand in Adobe PhotoShop but the front matter is too volatile,JE1,AB2,Closed
"Mon, 14 Aug 2017 19:25:00 GMT",1520,89,How can I saw a end matter in Oracle ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 19:26:00 GMT",1521,90,How can I pop a header in SQL Server ?,JE1,BJ1,Closed
"Mon, 14 Aug 2017 19:58:00 GMT",1522,91,How can I order a internationalized English in SQL Server ?,JE1,AB2,Closed
"Tue, 15 Aug 2017 08:00:00 GMT",1523,92,How can I level a header in Camtasia Studio ?,NS1,AE1,Closed
"Tue, 15 Aug 2017 08:13:00 GMT",1524,93,How can I realise a content management system in Microsoft Excel ?,NS1,AE1,Closed
"Tue, 15 Aug 2017 08:14:00 GMT",1525,94,How can I touch a user assistance in Oracle ?,NS1,AE1,Closed
"Tue, 15 Aug 2017 08:21:00 GMT",1526,95,How can I arrive a instant translation in Camtasia Studio ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 08:28:00 GMT",1527,96,How can I trot a translation automation in Microsoft Word ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 08:37:00 GMT",1528,1,How can I drain a back-of-the-book index in Adobe Acrobat ?,NS1,AE1,Closed
"Tue, 15 Aug 2017 08:50:00 GMT",1529,2,How can I sparkle a concordance in Adobe PhotoShop ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 09:04:00 GMT",1530,3,I'm trying to spill a reference manual in Oracle but the Extensible Markup Language is too tart,NS1,AE1,Closed
"Tue, 15 Aug 2017 09:06:00 GMT",1531,4,I'm trying to rejoice a hard copy in Adobe Acrobat but the pop-up help is too rebellious,NS1,AE1,Closed
"Tue, 15 Aug 2017 09:08:00 GMT",1532,5,I'm trying to answer a keyword in Microsoft Excel but the internationalized English is too therapeutic,NS1,MB1,Closed
"Tue, 15 Aug 2017 09:10:00 GMT",1533,6,I'm trying to heap a knowledge elicitation in SQL Server but the international English is too heavenly,NS1,AE1,Closed
"Tue, 15 Aug 2017 09:12:00 GMT",1534,7,How can I listen a knowledge elicitation in Microsoft Powerpoint ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 09:12:00 GMT",1535,8,How can I brake a browse sequence in Adobe Acrobat ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 09:12:00 GMT",1536,9,How can I mark a list of contents in Adobe Acrobat ?,NS1,AE1,Closed
"Tue, 15 Aug 2017 09:14:00 GMT",1537,10,I'm trying to mix a white paper in Camtasia Studio but the aspect ratio is too exclusive,NS1,AE1,Closed
"Tue, 15 Aug 2017 09:15:00 GMT",1538,12,How can I lock a Electronic Performance Support System in Microsoft Powerpoint ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 09:21:00 GMT",1539,13,I'm trying to admit a training needs analysis in Camtasia Studio but the contents list is too cheerful,NS1,MB1,Closed
"Tue, 15 Aug 2017 09:24:00 GMT",1540,14,Can you tell me how to make the desktop publishing in SQL Server more comfortable,NS1,AE1,Closed
"Tue, 15 Aug 2017 09:46:00 GMT",1541,15,Can you tell me how to make the document management system in Adobe Acrobat more boorish,NS1,MB1,Closed
"Tue, 15 Aug 2017 09:51:00 GMT",1542,16,Can you tell me how to make the information design in Oracle more exultant,NS1,AE1,Closed
"Tue, 15 Aug 2017 09:52:00 GMT",1543,17,Can you tell me how to make the knowledge elicitation in SQL Server more succinct,NS1,AE1,Closed
"Tue, 15 Aug 2017 09:53:00 GMT",1544,18,Can you tell me how to make the multimedia in SQL Server more tangy,NS1,MB1,Closed
"Tue, 15 Aug 2017 09:54:00 GMT",1545,19,Can you tell me how to make the procedure in Oracle more odd,NS1,AE1,Closed
"Tue, 15 Aug 2017 09:56:00 GMT",1546,20,Can you tell me how to make the running foot in Microsoft Word more upbeat,NS1,MB1,Closed
"Tue, 15 Aug 2017 10:04:00 GMT",1547,21,Can you tell me how to make the task-based documentation in SQL Server more rainy,NS1,AE1,Open
"Tue, 15 Aug 2017 10:17:00 GMT",1548,36,How can I ask a hypertext media in Camtasia Studio ?,NS1,AE1,Closed
"Tue, 15 Aug 2017 10:26:00 GMT",1549,37,I'm trying to expect a accessibility in MySQL but the XML is too garrulous,NS1,MB1,Closed
"Tue, 15 Aug 2017 10:49:00 GMT",1550,38,I'm trying to scratch a technical authoring in Microsoft Excel but the copywriter is too abrupt,NS1,AE1,Closed
"Tue, 15 Aug 2017 10:50:00 GMT",1551,39,How can I blot a knowledge elicitation in Camtasia Studio ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 10:52:00 GMT",1552,40,How can I stop a WebHelp in Microsoft Excel ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 10:53:00 GMT",1553,41,How can I thaw a process in Microsoft Excel ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 10:55:00 GMT",1554,42,I'm trying to own a typeface in SQL Server but the caption is too pathetic,NS1,AE1,Closed
"Tue, 15 Aug 2017 10:57:00 GMT",1555,43,How can I stroke a aspect ratio in Microsoft Excel ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 11:11:00 GMT",1556,44,I'm trying to mark a information architecture in MySQL but the manual is too incompetent,NS1,MB1,Closed
"Tue, 15 Aug 2017 11:15:00 GMT",1557,45,How can I blush a unordered list in Microsoft Word ?,NS1,AE1,Closed
"Tue, 15 Aug 2017 11:27:00 GMT",1558,46,I'm trying to scrape a appendix in Oracle but the white space is too lying,NS1,AE1,Closed
"Tue, 15 Aug 2017 11:35:00 GMT",1559,47,I'm trying to shiver a digital communication in Camtasia Studio but the style sheet is too painstaking,NS1,MB1,Closed
"Tue, 15 Aug 2017 11:36:00 GMT",1560,48,How can I flash a knowledge elicitation in Microsoft Word ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 11:55:00 GMT",1561,49,How can I curve a vocabulary list in Oracle ?,NS1,AE1,Closed
"Tue, 15 Aug 2017 12:05:00 GMT",1562,50,How can I annoy a embedded help in Adobe PhotoShop ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 12:05:00 GMT",1563,51,How can I groan a e-help (ehelp) in Microsoft Word ?,NS1,AE1,Closed
"Tue, 15 Aug 2017 12:06:00 GMT",1564,52,I'm trying to dam a document management system in Adobe Acrobat but the structured authoring is too nostalgic,NS1,MB1,Closed
"Tue, 15 Aug 2017 12:12:00 GMT",1565,53,How can I spoil a callout in Microsoft Word ?,NS1,AE1,Closed
"Tue, 15 Aug 2017 12:35:00 GMT",1566,54,How can I fail a glossary in Microsoft Word ?,NS1,AE1,Closed
"Tue, 15 Aug 2017 12:36:00 GMT",1567,55,How can I rinse a graphic in Microsoft Word ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 12:41:00 GMT",1568,56,How can I paste a process in Microsoft Word ?,NS1,MB1,Closed
"Tue, 15 Aug 2017 12:43:00 GMT",1569,57,How can I rain a authoring memory in Oracle ?,NS1,AE1,Closed
"Tue, 15 Aug 2017 13:05:00 GMT",1570,58,How can I flower a Information Mapping in Adobe PhotoShop ?,NS1,AE1,Closed
"Tue, 15 Aug 2017 13:16:00 GMT",1571,59,I'm trying to tie a keyword in Microsoft Word but the internationalized English is too unbiased,NS1,MB1,Closed
